,Tweets
0,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
1,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
2,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
3,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
4,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
5,RT @ArashMarkazi: The Los Angeles Rams Super Bowl ring. 👀 https://t.co/0Wh7J4yhjU
6,"RT @RAMSHQNFL: OH MY GOD 😩🔥🏆

LOS ANGELES RAMS SUPER BOWL RINGS 

https://t.co/TsitvSld4S"
7,RT @AdamSchefter: It’s now 50 days until the Buffalo Bills and Los Angeles Rams kick off the 2022 regular season.
8,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
9,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
10,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
11,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
12,"Rams' diamond-heavy SB rings salute L.A., SoFi https://t.co/Fiu0EMaS8X"
13,"Rams' diamond-heavy SB rings salute L.A., SoFi #LosAngeles #Rams #NFL https://t.co/sO2leaXQu9"
14,"Rams' diamond-heavy SB rings salute L.A., SoFi #LosAngeles #Chargers #NFL https://t.co/sO2leaXQu9"
15,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
16,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
17,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
18,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
19,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
20,"RT @TMSMpodcast: Kyler Murray gets his extension. 
Jimmy Garoppolo seeks a trade.
Matthew Stafford has a ring.
Drew Lock. Has a new team……"
21,"""Rams' diamond-heavy SB rings salute L.A., SoFi"" https://t.co/4Yvb8lWHS6 via @ESPN #NFL #ESPN #NFLNews"
22,"RT @ESPNLosAngeles: Rams' diamond-heavy SB rings salute L.A., SoFi https://t.co/f26oPROxtK https://t.co/pUE1XOcl9G"
23,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
24,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
25,Can we talk about these super bowl rings for the world champ Los Angeles Rams tho!!!? @RamsNFL https://t.co/SXkJhu8tYV
26,"RT @TSN_Sports: The Los Angeles Rams have revealed their Super Bowl LVI ring 💍

• Designed in collaboration with Jason of Beverly Hills.
•…"
27,"RT @TheAthletic: The Rams' rings are in 💍

Los Angeles has released images of their Super Bowl bling, designed by LA-based jewelry house Ja…"
