,IndexRow,Season,Home Total,Away Total,Total Points,Home _diff,Coin Toss Winner,Indoor/Outdoor,Temperature,Humidity,Wind,Spread Amount,Total Line,Home First Downs,Home Rush Attempts,Home Rush Yards,Home Rush Yards Per Attempt,Home Rush TD,Home Completions,Home Attempts,Home Pass Yards,Home Pass Yards Per Attempt,Home Pass Touchdowns,Home Interceptions,Home Sacked,Home Sacked Yards,Home Net Pass Yards,Home Total Yards,Home Fumbles,Home Fumbles Lost,Home Turnovers,Home Penalties,Home Penalty Yards,Home Third Downs Converted,Home Third Downs Attempted,Home Third Down Percentage,Home Fourth Downs Converted,Home Fourth Downs Attempted,Home Fourth Downs Percentage,Home Time Of Possesion,Away First Downs,Away Rush Attempts,Away Rush Yards,Away Rush Yards Per Attempt,Away Rush TD,Away Completions,Away Attempts,Away Pass Yards,Away Pass Yards Per Attempt,Away Pass Touchdowns,Away Interceptions,Away Sacked,Away Sacked Yards,Away Net Pass Yards,Away Total Yards,Away Fumbles,Away Fumbles Lost,Away Turnovers,Away Penalties,Away Penalty Yards,Away Third Downs Converted,Away Third Downs Attempted,Away Third Down Percentage,Away Fourth Downs Converted,Away Fourth Downs Attempted,Away Fourth Down Percentage,Away Time Of Possesion,Home QB 1d Perc,Home QB CAY_PA,Home QB Blitzed,Home QB Hurried,Home QB Hit,Home QB Yds Per Scram,Away QB 1d Perc,Away QB CAY_PA,Away QB Blitzed,Away QB Hurried,Away QB Hit,Away QB Yds Per Scram
Wind,-0.0011763064781313034,-0.0013838252009698683,-0.10676279183963913,-0.1486466442076105,-0.1830907107314113,0.028434073471434142,-0.017649155256181544,-0.653849690519598,-0.1139847560963474,0.7090178147481672,1.0,0.056588374380128835,-0.18532799166392366,-0.10809847168890895,0.023923327899283156,-0.016831105242092508,-0.04500275798797996,0.009402807926263034,-0.11788265453253642,-0.048687022398536485,-0.15147439822406641,-0.1301280989179619,-0.13080288076989766,0.013244512035571563,0.007014451327993572,-0.00646026001054605,-0.14641463809229424,-0.14678578782472063,0.07642545782242671,0.042102660682444476,0.034954830955081145,0.0148784759283157,0.025811421027596686,-0.009877529849367067,0.053407135490276446,-0.03486996540196102,-0.009010906681383483,0.018772230390931455,-0.028614878978461208,0.03859306459449799,-0.19931169804377516,-0.06258160067624595,-0.013005756037973342,0.04481428870146946,-0.10462603478528508,-0.15772327396513994,-0.09716840880455847,-0.19944625908010122,-0.1557522273427872,-0.09265716226117791,0.05161078463137764,0.039191428254417786,0.026140175884760537,-0.19698750031042156,-0.18781497844678546,0.07084901448992602,0.02717063812648305,0.057204764226287785,0.03287273920467248,0.03718634663068169,-0.0926151688212369,0.005098707458985152,-0.11518288722743267,0.0004938102836691446,-0.010258178527711439,0.021264723965840924,-0.12004587790267933,-0.08156814209667054,-0.08559795940991241,-0.041548210737247,0.03635379081699229,-0.0675164580054984,0.018964802991210897,-0.16512232981597996,-0.13071433119883313,-0.018654905745923323,0.02636463801671864,0.013820502880378777,0.12724749758309806
Spread Amount,0.06363129091438985,0.03739920417141736,0.08316477337297164,-0.12823767273530876,-0.029765450296382914,0.14621501190987204,-0.013349522042493175,-0.05967487139933964,-0.05442226100957776,0.09323448337498738,0.056588374380128835,1.0,-0.07051810246761528,0.03682113354719217,0.03463605499186812,0.0716660235747125,0.07110830643324216,0.042437254212616314,-0.006270286088950671,-0.034792559645605285,-0.000887400015288958,0.02233958979057702,0.05414589815193821,-0.04183627386358562,-0.021277893959896904,-0.019934077979278812,0.003845694814423085,0.04803076246225813,-0.0444549626934122,-0.045685185645615946,-0.05912620723084706,-0.03190655563445933,-0.014950723149269951,-0.008320800386200184,-0.053762142461758186,0.02972888131782622,-0.05634900940048156,-0.031070896016822273,-0.03387799211896304,0.04013500780746681,-0.16987988587736497,-0.06114120057795645,-0.04888455534568295,-0.03274457243916855,-0.049116130421849404,-0.10868393228740571,-0.07674231249016392,-0.1600607218836418,-0.14084983009258317,-0.11414244364303658,0.014612706250210192,0.024494624788355096,0.03734363242092175,-0.16093876585284936,-0.1754958335072489,0.0020918301040395294,0.020179564744587493,0.023898040752023363,-0.08590006015934637,-0.0808394853382194,-0.08950255639429387,-0.01996909779980283,-0.0948664356071999,0.00836449329200691,0.06664837166245581,-0.00957903298337214,-0.07158048228791282,0.03406009960333704,-0.03233991727621288,0.002064476520083298,-0.04503310957491118,-0.07436853830536798,0.007861562780953445,-0.12124072053481788,-0.11265579921487621,0.03998747623274371,-0.008919807777583312,0.009266794526571564,0.0034263784085945036
Total Line,0.0371101776170729,0.0570305620899898,0.21882127019275494,0.21999746650870705,0.31563935935295145,0.0011467173564830959,-0.022290397989240058,0.18101048178065962,0.11748608785266954,-0.2217257465060821,-0.18532799166392366,-0.07051810246761528,1.0,0.29516326851654173,-0.10709203909816012,-0.03363037939767871,0.06734898129274829,0.054916998570880046,0.2372650020631106,0.18014167957525545,0.3041659711718036,0.19313436187185581,0.22416000511885698,-0.01588255270197354,-0.028742157569483593,0.011809125069366275,0.2964326782438993,0.25599372101125173,-0.02708910853121255,-0.007212028299082222,-0.01656694611120795,0.014603949696021062,0.011194387097484205,0.06416937265697983,-0.14333146661942145,0.16046984923215,0.024007841390236054,-0.03660634339831824,0.0726253074306551,-0.0232541503131938,0.30684614465245896,-0.04680558307963546,0.01163327757101289,0.07370113812228354,0.10848787382118102,0.2573403674044745,0.19482741004601659,0.29258556117020224,0.17711029456307953,0.19735291466260776,0.012076852315853445,-0.14264162841787453,-0.1451502837029042,0.3069407185588516,0.2875506226846342,-0.06988756621743321,-0.013411178006557724,0.0011576656850368074,0.04835677842836998,0.039734968060564355,0.06476559057756473,-0.1281935988612067,0.13944129171238404,0.10182330218343451,0.052123179209689854,0.08906947493386977,0.03299562630662784,0.23312844075186587,0.15808121222873367,0.04241122976359171,0.0028243087848473913,0.0675377223410138,-0.012588937872402051,0.23818466518036277,0.14268308819566172,0.02362390403647547,0.006373192505581246,0.08825917567526562,0.06488570667139644
Home First Downs,-0.008927661147358028,0.0081626424849076,0.5785859776275277,0.07549422923550302,0.47361935911037656,0.3513627679457296,-0.04390985262145483,0.10378520518601232,0.04752952358196841,-0.1023914024290437,-0.10809847168890895,0.03682113354719217,0.29516326851654173,1.0,0.3568086592257756,0.3323760186351269,0.1568446220918784,0.3407624266184077,0.5521589942051839,0.40582798947022825,0.6152246590943606,0.34439370067996405,0.42109854728710966,-0.022004961030687293,-0.2216051241340813,-0.20409240980957846,0.6388550017906922,0.8027480363455439,0.03310724790487384,-0.002086305871659687,-0.0183653862391994,0.009377249967700393,0.018755028762068984,0.3940178071931029,0.004464706271435383,0.5002162372879043,0.08237575413589561,-0.04479198366415813,0.11251911128532395,0.566547791154809,-0.09221264020586345,-0.388929187331254,-0.1909003222840769,0.0838301226765696,0.00802516203571188,-0.018835802870368894,0.00601335858000333,0.07390276307941644,0.08806192735656204,0.16101469142993188,-0.001713882916338712,-0.059867440576621724,-0.03174151278533251,0.07671257199776448,-0.04012843338891769,-0.11393366227052804,-0.018196080857097896,-0.012584516382897709,0.10353025456245839,0.06695142185506475,-0.2287071706228558,-0.36169990304018795,-0.07890967103132566,0.013857930824140378,0.0002634913784023999,-0.02032586409172852,-0.5194887361514707,0.5339306527832494,0.22537342895516208,0.16417775867283432,0.038333799084839214,0.08411664785185051,0.09977010516675001,0.04423213098647304,0.09280945451392573,0.00022343851482258938,0.03755706287783029,0.05056685637734983,0.007478906581575809
Home Rush Attempts,0.035453949198514224,0.02491906746445124,0.39521494362272314,-0.4058600811467143,-0.005766871014306098,0.5547737077083673,0.011116708733304208,-0.014852742910035504,-0.05434929113449203,0.008325244711556466,0.023923327899283156,0.03463605499186812,-0.10709203909816012,0.3568086592257756,1.0,0.7725025281636613,0.21621592260719552,0.4052480802887361,-0.3325935134292928,-0.43978708170165504,-0.2157315106095466,0.17831644811759054,0.04444472210375386,-0.18004485420167893,-0.2702269153793715,-0.2790679038134744,-0.16290311487132397,0.3268784168514325,-0.040602472495590666,-0.10507707077025356,-0.20133669016359337,-0.10603637747171199,-0.08241335959478445,0.34751735956030533,0.20421871543811712,0.3168526959555539,0.039997537635890354,-0.11356585551167755,0.11096097526372888,0.6826679210817145,-0.3921109973498575,-0.5826298635346023,-0.3817868918764757,-0.01926868991468801,-0.22366771173748182,-0.09109663444442012,0.07896080961980555,-0.12960531548566986,-0.24819100968467567,-0.18489859637066997,0.26541831281386674,0.16312887085328823,0.19548553146298656,-0.15771902699611492,-0.3649229172131071,0.01967158617525391,0.11355333079905257,0.27774641721031107,-0.042949856387177646,-0.057364945656811404,-0.3820596338672769,-0.24196627026503598,-0.342263464823903,-0.030236677134392004,0.11151814357221651,-0.10486218264976399,-0.6595808062367576,0.22446919779663324,0.08783895767232461,-0.12686945346482142,-0.13747726987831094,-0.18827356672062953,0.05769493567916871,-0.30092871117520453,-0.13578570352139285,-0.03665999206524641,0.09321974151046755,0.059129211116302774,-0.004260349380062361
Home Rush Yards,0.030247056088771967,0.00954634106112914,0.38307044721271394,-0.22789232551732053,0.11367570753655189,0.42384390350237894,0.02598958636081261,-0.020998917678178977,-0.0846855134858437,-0.012389407353118368,-0.016831105242092508,0.0716660235747125,-0.03363037939767871,0.3323760186351269,0.7725025281636613,1.0,0.7578207773552424,0.4607977167433599,-0.36600139235888346,-0.4198022687224355,-0.2645178615695778,0.10902360201697356,0.03348925960182946,-0.09941563457296898,-0.21281151196029682,-0.21572123734314497,-0.22165909066463427,0.41307259518588885,-0.04569428933893937,-0.10605277482072692,-0.13904573498924963,-0.0812369933720494,-0.07369904827704574,0.16665775681876274,-0.028760841822848604,0.2305365044260144,0.02100561543117225,-0.08655058563754772,0.09035669857104672,0.4251342724440782,-0.1883506171199655,-0.39147629304266857,-0.24595107666834487,0.003473254919814307,-0.13213820813800362,-0.0029320469461480876,0.10040423186678092,-0.03178190799998783,-0.14574538525179628,-0.08213233915606767,0.1357035411339708,0.10125466156577366,0.13208138235050415,-0.052629494331394945,-0.19027885038159367,-0.013727783131694257,0.0629962705037775,0.14505839991672953,-0.09514611451116461,-0.10615365041760089,-0.23607319511440172,-0.17238895954885866,-0.20755665694117278,0.007968835233744887,0.09429989862221475,-0.05849400586117852,-0.4196970634281717,0.1598703161408354,0.05432207364135504,-0.1455291262932054,-0.1417052065206986,-0.19425529328765795,0.22966865032266315,-0.15318903753755625,-0.0849833641650877,0.004179241802425736,0.057707973444758025,0.015723727903247237,-0.004244495618188805
Home Rush Yards Per Attempt,0.019383116020089103,-0.0002050407311067488,0.19242000978141968,0.036746865450636386,0.16635755170144478,0.10884286860535246,0.025833378998380403,-0.016219895400504402,-0.07345390518148859,-0.040260750477410484,-0.04500275798797996,0.07110830643324216,0.06734898129274829,0.1568446220918784,0.21621592260719552,0.7578207773552424,1.0,0.28334638289288017,-0.23231364137435284,-0.211330499373017,-0.18500020485609478,0.0003624923482687271,0.012907531009810179,0.007724833431665334,-0.05585215774190955,-0.04828411899024043,-0.17255439112545087,0.30876083799862497,-0.021040446688356928,-0.06299094135727223,-0.0305318397557569,-0.013542076057764795,-0.025336752039906752,-0.07246398177344265,-0.22164540728226526,0.041212011324467036,-0.008018112778129282,-0.025739812301473576,0.026599780983804708,0.0012834208913661866,0.08407670146491801,-0.03623619198486572,0.0048076092204813875,0.034764703154996864,0.015250913112751594,0.07135990673190148,0.07007680564037674,0.06418410119549929,0.00533958098140537,0.049090125683601556,-0.043813385639189815,0.0014973362522057994,0.00933221945832783,0.06050540846287796,0.05813614534726708,-0.04235455613931444,-0.013168246132391908,-0.042402566101598656,-0.0945735933541808,-0.0973249534037149,0.005095228632653052,-0.03156633205243462,0.012548221886642608,0.025347334563606647,0.030002021984760416,-0.0017424382475009078,-0.013262347658048838,0.012208618848154454,-0.009436049966193974,-0.10626369187549543,-0.07256845258815359,-0.10022930558270214,0.2990427111295741,0.04804458071453217,-0.0014577178215491478,0.03821376273359075,0.011713048267528137,-0.016874420843893054,0.0079874344251933
Home Rush TD,0.04076333768991754,0.024146951206393184,0.5017616523982117,-0.06468288202323798,0.3188744947442528,0.3942707380000271,-0.010453447599251861,-0.031237360782190037,-0.06872287609959334,0.013119870939572021,0.009402807926263034,0.042437254212616314,0.054916998570880046,0.3407624266184077,0.4052480802887361,0.4607977167433599,0.28334638289288017,1.0,-0.11768757081096189,-0.209437378694327,-0.0026564639987327492,0.22788215047149646,-0.13652676807316305,-0.13447115395837075,-0.17757646398360238,-0.16222735783146802,0.025411075235605377,0.3094667311316738,-0.06563335901770377,-0.0966778989266343,-0.16093412699307252,-0.08731198129193185,-0.06486099801322139,0.10861769649814255,-0.13802286054530916,0.23425555714907462,0.04119478161701225,-0.08377146320128145,0.0849219831880506,0.19841634923665205,-0.030271139898593084,-0.25644368975942733,-0.16805782175481984,0.004701034066735636,-0.050629885228675627,0.08225441112552198,0.14345790780244744,0.059988619533817886,-0.06084399610947764,0.035411031623605475,0.1355192879179857,0.09639372122205488,0.10663866914452935,0.04031304700712068,-0.06023141549703185,0.002654520387669366,0.06374313910038504,0.1453758219555806,-0.01716554426372953,-0.04122126189268837,-0.12368218829610168,-0.1190685325958381,-0.09678857190638102,0.04960186965986555,0.13624435525937983,-0.01755785361981837,-0.2150105021177228,0.20816275249768892,0.10546284311566448,-0.1016628104404875,-0.08885069013142222,-0.18371027584758873,0.03109369834257327,-0.02778711870362894,-0.031273793709413286,0.01857809209338674,0.04487822374067832,0.012293178998100934,-0.01925587299259681
Home Completions,-0.023268686856053798,0.005856056454333065,0.12130389762195676,0.2661550271003867,0.27865738726412204,-0.09859151202777754,-0.04623078421236024,0.1524945689185823,0.13744263903171208,-0.13962749832687546,-0.11788265453253642,-0.006270286088950671,0.2372650020631106,0.5521589942051839,-0.3325935134292928,-0.36600139235888346,-0.23231364137435284,-0.11768757081096189,1.0,0.8600353459404854,0.7730364995239803,0.08849058502345958,0.26430234413590165,0.10075730014787532,0.013529652096013327,0.03941900926094556,0.7522239692922502,0.4755721788597926,0.11717744188903965,0.16185638130207075,0.17247481266514514,0.12086676285504927,0.12432496302899942,0.27587468858248565,0.20788984321473264,0.2260726785137866,0.12028086998528827,0.1478605572487276,0.06502359430071195,0.27784191649603274,-0.025989303538405298,-0.07375940295922993,-0.0025369264701244573,0.061815672888886466,0.08776971699220854,-0.08459718158826789,-0.12105583966061698,0.060562886586691976,0.20093623840111446,0.22698032260772288,-0.14233591730168454,-0.125900786862271,-0.12083146104286316,0.07858928237123479,0.07043740120815968,-0.1293935978489537,-0.08410179366000407,-0.1632874142342791,0.0587508372771432,0.02909926388701093,-0.05069268509829872,-0.18594943454417664,0.054207271480590555,-0.07046837816125727,-0.15639843569184853,-0.02548916594973161,-0.22286101545020776,0.22519647179750824,0.05299687600555591,0.27956214997097095,0.1625124731905677,0.23732329802345623,-0.06570767304459589,0.11644418403961956,0.1693165136944552,-0.015980758534880943,-0.016312037078377972,0.026782125198076726,-0.01282615503636705
Home Attempts,-0.023197716502008525,-0.002665994965233231,-0.08706544240576997,0.3628098811897676,0.19592227241993404,-0.31034934144415854,-0.050418124405885584,0.09038605241907915,0.10462545383989176,-0.06349132156404425,-0.048687022398536485,-0.034792559645605285,0.18014167957525545,0.40582798947022825,-0.43978708170165504,-0.4198022687224355,-0.211330499373017,-0.209437378694327,0.8600353459404854,1.0,0.641365211944703,-0.21186012808914903,0.09174624891026839,0.27547594002354703,0.09502342454525783,0.1068217735507289,0.6128820830593162,0.3120753525662634,0.13140933669327887,0.16863747897447845,0.31261758623782493,0.1530210413181175,0.13873314948076848,0.21453583804930293,0.3780865051802389,0.052396972522053616,0.1573252085358223,0.284684223478186,0.04547734731046702,0.13253989388851076,-0.0012667516966353993,0.1042884715119273,0.10201110654500536,0.045413732138600185,0.1504363264279458,-0.1305514979149955,-0.1703375521280335,0.026111453460783578,0.20552719410563633,0.24276105452584495,-0.172881788523377,-0.16067941286603915,-0.169341102042151,0.05332604375349435,0.107738141723835,-0.09081554221112816,-0.0699599229487422,-0.1784377091176492,0.09374938424865088,0.06800317542226132,-0.026033286420209335,-0.0920778373126057,0.03535828635461725,-0.0992629575291391,-0.23203785550636669,-0.014343419752442783,-0.06889231321858341,-0.04805864546319303,-0.1131541584437449,0.3652251145695497,0.2718334669414176,0.35805457813537533,-0.0170838370090249,0.13054767346116916,0.16469294374987029,0.01041688758909042,-0.0464517410440249,0.010186570164881784,0.0023878347800357583
Home Pass Yards,-0.08519055859206931,-0.05588648258081739,0.3786135235906161,0.24324487452929733,0.4500762124276782,0.09653523391187138,-0.03106408532535887,0.16779076350457403,0.163607070472009,-0.16771191267521732,-0.15147439822406641,-0.000887400015288958,0.3041659711718036,0.6152246590943606,-0.2157315106095466,-0.2645178615695778,-0.18500020485609478,-0.0026564639987327492,0.7730364995239803,0.641365211944703,1.0,0.585084405767881,0.48608333253768643,0.03513843391126214,-0.06691750857357555,-0.04201697723876024,0.9869408142664979,0.7577099553389011,0.048346852544046415,0.07128900867276615,0.06876272425090577,0.11905013586148708,0.1371632322562142,0.23918079759551178,0.02011401536165099,0.29005431509016044,0.03453631744343339,-0.0026435185847644258,0.030061145986241693,0.20236141773570693,0.08027309380267746,-0.12127194907520011,-0.03889232954713609,0.06053621129506329,0.09273043338508065,0.07765017864820407,0.04443067039366338,0.17755537036871313,0.17969496344461433,0.21885813972353646,-0.11904646644969276,-0.06525984743963123,-0.06553746989307481,0.1825278711337367,0.14452500619181213,-0.09823800990436543,-0.06116839984817787,-0.13090180169879176,0.018922019188401952,-0.029801524646360423,-0.04566736833771588,-0.1395233894226639,0.030500350585181944,0.01981427113198599,-0.03334019023115403,0.023621403419845068,-0.14261299421438425,0.46241668613741127,0.420804930816662,0.22954574011814893,0.11828550675546814,0.19327418377552932,-0.030730223044859808,0.1285965425423711,0.13816923423120617,0.0384299520963012,0.02292453196964837,0.04439135731434622,-0.028478573619123683
Home Pass Yards Per Attempt,-0.08858741308265194,-0.07168843484653327,0.5602699260287031,-0.07595446128539762,0.3542444932935564,0.44281110817745023,0.023814565032696793,0.11412012036078238,0.1044257465828783,-0.14030877606462122,-0.1301280989179619,0.02233958979057702,0.19313436187185581,0.34439370067996405,0.17831644811759054,0.10902360201697356,0.0003624923482687271,0.22788215047149646,0.08849058502345958,-0.21186012808914903,0.585084405767881,1.0,0.508506565840081,-0.23609817010460335,-0.17950440469504886,-0.15520717202750617,0.5968915417108276,0.6250592142919373,-0.07186543648646787,-0.09136085013917293,-0.2370752993540318,0.009326747352023839,0.03836634150005858,0.08764126603959854,-0.3423855021052381,0.31386783913770544,-0.12448564645176843,-0.2833254587350365,-0.027100262711191897,0.11679868579223482,0.09329179037146289,-0.26101697938116114,-0.161309030720419,0.02502008567748012,-0.0470249582075811,0.2302367485545564,0.2301084515374521,0.19349635242894844,0.013237543602150128,0.02144244375131248,0.033636598444563875,0.08811062763937404,0.10261826360311534,0.17005453770067253,0.06237238794863981,-0.031768365623683056,-0.009737779146210287,0.02028895026760092,-0.05481373363743729,-0.08759504203355727,-0.043197339834111226,-0.08191165668285398,-0.011754273000080395,0.1201730252008246,0.1947166835919723,0.038094384663472626,-0.1065679748691371,0.6424302286554825,0.6745278421219874,-0.08655524773373229,-0.13411336189001116,-0.12610396217642497,-0.018675445878780287,0.024676737638354707,-0.0019180040926002901,0.03938737116028542,0.07361906347937504,0.029198688467066598,-0.03946281254423165
Home Pass Touchdowns,-0.018759281662013714,-0.004265477853311263,0.6740691350330069,0.10010755450595948,0.5620879918958755,0.40098370771422737,-0.0586298751953173,0.1059111254403167,0.03750364950597449,-0.12317721403221217,-0.13080288076989766,0.05414589815193821,0.22416000511885698,0.42109854728710966,0.04444472210375386,0.03348925960182946,0.012907531009810179,-0.13652676807316305,0.26430234413590165,0.09174624891026839,0.48608333253768643,0.508506565840081,1.0,-0.1769632728040053,-0.23131108681253434,-0.2059872391378104,0.5107801067660084,0.497799287500841,-0.08616813697626209,-0.10318734933182215,-0.1978377262851176,-0.001395408468629196,0.016140673777656763,0.20587850159802903,-0.16084180682976443,0.35229388591884514,0.005332046142316407,-0.16539894197013152,0.06670321623850783,0.0956723767342647,0.15552476471318674,-0.17288071090959803,-0.0632908422915886,0.07787200406885945,0.023676825921605183,0.22199682853279956,0.22976407661267492,0.2464883114018276,0.07938596061297133,0.1637294323578388,0.06352814739222798,0.04401070945471838,0.054278676645210425,0.22930305414905622,0.17322178472804467,0.04276830788334207,0.09206403331583714,0.10657404530927461,0.028591434311380948,0.036431413454265024,0.0016696256365905126,-0.06265248899026432,0.041495714535216166,0.14200955639698054,0.17874076962844476,0.08789108499865549,-0.06696387917136168,0.5303722145693366,0.398383381666884,0.06731734361962129,-0.09209433511327322,0.016015720802949725,0.09291269062030216,0.07695508321868408,0.06115697719977112,0.10116600678564686,0.05960078571385298,0.09790686035655703,0.013755429229700855
Home Interceptions,-0.013832805510393259,-0.008655904630779174,-0.2839261006377711,0.2470578034634595,-0.02856178317622101,-0.36792206795214955,0.034199951153033675,-0.03281889200313202,0.03675906904036418,0.035467973070676825,0.013244512035571563,-0.04183627386358562,-0.01588255270197354,-0.022004961030687293,-0.18004485420167893,-0.09941563457296898,0.007724833431665334,-0.13447115395837075,0.10075730014787532,0.27547594002354703,0.03513843391126214,-0.23609817010460335,-0.1769632728040053,1.0,0.0702203446489265,0.061896727570007616,0.025489783837334558,-0.037840634749848494,0.05354581698670024,0.061335667409824234,0.8151763321473303,0.07476064009162403,0.062251464481529184,-0.09151416908816104,0.006669818213255854,-0.12438379170032064,0.07904146083946896,0.13139527480292845,0.007406196915382473,-0.06709298790095938,-0.04013844035219413,0.18297668108228798,0.0859029912171902,-0.045866193972626944,0.12172094632768195,-0.12796974801593594,-0.15968276730845984,-0.10740663262840228,0.028956392439199632,0.044061677668273,-0.11557002948480988,-0.10141443515743774,-0.11009098183173775,-0.08558411846265977,-0.02866275513875792,0.007663784642993663,0.0011941284380068398,-0.08964651128251092,-0.048723184127055966,-0.025074319738845698,-0.01695703551384563,0.02513968879271734,-0.03176191372395903,-0.055445830695458914,-0.14410927599595047,0.0017479982646933844,0.07739441201359908,-0.18906589949828193,-0.11607799033010424,0.07844068741558123,0.11473289039705503,0.14550852203261277,0.027208734514257062,0.01497880054970684,0.013212885619499444,0.004122160184395891,-0.07218838741258782,-0.04205631786559305,-0.02341489751678205
Home Sacked,-0.048722646273251555,-0.04631190360442965,-0.33468738999336567,0.18417089564579892,-0.11196737997217669,-0.3600318766481661,0.02872722971410361,0.030085471980438608,0.024358489014566453,-0.04527726528038175,0.007014451327993572,-0.021277893959896904,-0.028742157569483593,-0.2216051241340813,-0.2702269153793715,-0.21281151196029682,-0.05585215774190955,-0.17757646398360238,0.013529652096013327,0.09502342454525783,-0.06691750857357555,-0.17950440469504886,-0.23131108681253434,0.0702203446489265,1.0,0.8816592053557182,-0.20812368163394998,-0.3263346198711417,0.18734041492290784,0.18667360006226352,0.16307029188472755,0.06099940652499884,0.051375976105271455,-0.12883721714011298,0.2110963565704128,-0.28223344131856326,0.044790274198960374,0.1905917912566235,-0.005670850886865832,-0.07687943261264649,-0.023846660695979363,0.1755319221284689,0.08302790506746986,-0.03614342656462092,0.10737056410426982,-0.09380895275814025,-0.11567871320561668,-0.02398195060625198,0.08510820620943242,0.03553160804359409,-0.08391061548593604,-0.10976288721999014,-0.09857084183978938,-0.00683980575430219,0.04172107646150372,0.021465355961275977,-0.0289701288958021,-0.08352625620000428,0.030087893496683848,0.04620246896907438,0.02046037605746823,0.06294685737198014,-0.003772972927697336,-0.1393250688126756,-0.18654077142296885,-0.07518492406082167,0.11378379409304369,-0.3384033027361019,-0.07334493639245172,0.14500872670344978,0.126105689513813,0.09775424769153519,-0.009835520125940156,0.029379669430653278,0.03050174284782135,-0.02161259157296566,-0.05356024548101911,-0.03425135140652604,-0.006298994354608602
Home Sacked Yards,-0.01476407014439826,-0.012500278110932668,-0.3086410250497356,0.1868569569642657,-0.09092950728483784,-0.3439680508184697,0.013672004139329287,0.04161486635904803,0.03196101915450868,-0.057950909326708135,-0.00646026001054605,-0.019934077979278812,0.011809125069366275,-0.20409240980957846,-0.2790679038134744,-0.21572123734314497,-0.04828411899024043,-0.16222735783146802,0.03941900926094556,0.1068217735507289,-0.04201697723876024,-0.15520717202750617,-0.2059872391378104,0.061896727570007616,0.8816592053557182,1.0,-0.19475112967272007,-0.3157510788973529,0.1605825304976118,0.17123321288345586,0.14758863740682224,0.06935571891860168,0.055999494650902655,-0.15489465751646914,0.15821501315937986,-0.2827701619055091,0.05190380685041099,0.1974558296640325,-0.005818525231143481,-0.10863220620126597,0.006160756179898936,0.1853234050910369,0.09574708162854792,-0.026607365957418576,0.10320070694264054,-0.07514952624691819,-0.10300790408833022,-0.017474811944407326,0.07814811220232322,0.038865853729372984,-0.0703066446241259,-0.0898044616881771,-0.08472905536946435,-0.002951256653439863,0.05280496548055053,0.001369801965021056,-0.044099102956132244,-0.08224280597048664,0.01705706650776378,0.03967159774355103,0.021271619533464077,0.0612643024495569,0.004745472332029766,-0.10449456555883589,-0.15142657788647412,-0.05358354745255715,0.1402327609959928,-0.29442343866783816,-0.08238080339642825,0.13574232536999653,0.08169631643890432,0.10103631005732955,-0.013679121874039558,0.04189040386575941,0.038201422469434185,-0.04231850227650935,-0.054292221291629396,-0.04385367289796267,-0.017393174719151257
Home Net Pass Yards,-0.0788329254433405,-0.05067030708004168,0.42411637249776,0.20740297402786556,0.4574859858417012,0.15291745542141635,-0.03105743547182164,0.1583685807260877,0.15436219928270528,-0.15538870859193737,-0.14641463809229424,0.003845694814423085,0.2964326782438993,0.6388550017906922,-0.16290311487132397,-0.22165909066463427,-0.17255439112545087,0.025411075235605377,0.7522239692922502,0.6128820830593162,0.9869408142664979,0.5968915417108276,0.5107801067660084,0.025489783837334558,-0.20812368163394998,-0.19475112967272007,1.0,0.7964824809796541,0.02147380110795406,0.04300710138787597,0.044828656041789997,0.10625667869936115,0.12588300137135727,0.2619283233274179,-0.004655489001160778,0.3329204664659597,0.026399729809061825,-0.03321612272419843,0.031582170568888575,0.21798729974250522,0.07646285218818553,-0.1506332280774104,-0.054057296217237295,0.06427091111243624,0.07192383641933686,0.0874086982282901,0.05973583010145571,0.176463083515733,0.16343204304326178,0.20813831752705825,-0.10521763059212573,-0.04661049869565751,-0.04798816896833941,0.17856167748075044,0.13213291406764555,-0.09453653508150249,-0.051389845339709854,-0.11404403251240418,0.01380208606476417,-0.036441981664389785,-0.05303649960402265,-0.14884413584836848,0.02549381487683015,0.03599785392997823,-0.007463874290049104,0.02971579169807626,-0.16462672803420905,0.5021775928233655,0.42375304339906633,0.20140269317187254,0.098021699866719,0.17444005560758832,-0.030306385640912092,0.11829087858490757,0.12795306407157986,0.04431931157731622,0.031016029943700927,0.052147187704040227,-0.022557195210367722
