,IndexRow,Season,Home Total,Away Total,Total Points,Home _diff,Coin Toss Winner,Indoor/Outdoor,Temperature,Humidity,Wind,Spread Amount,Total Line,Home First Downs,Home Rush Attempts,Home Rush Yards,Home Rush Yards Per Attempt,Home Rush TD,Home Completions,Home Attempts,Home Pass Yards,Home Pass Yards Per Attempt,Home Pass Touchdowns,Home Interceptions,Home Sacked,Home Sacked Yards,Home Net Pass Yards,Home Total Yards,Home Fumbles,Home Fumbles Lost,Home Turnovers,Home Penalties,Home Penalty Yards,Home Third Downs Converted,Home Third Downs Attempted,Home Third Down Percentage,Home Fourth Downs Converted,Home Fourth Downs Attempted,Home Fourth Downs Percentage,Home Time Of Possesion,Away First Downs,Away Rush Attempts,Away Rush Yards,Away Rush Yards Per Attempt,Away Rush TD,Away Completions,Away Attempts,Away Pass Yards,Away Pass Yards Per Attempt,Away Pass Touchdowns,Away Interceptions,Away Sacked,Away Sacked Yards,Away Net Pass Yards,Away Total Yards,Away Fumbles,Away Fumbles Lost,Away Turnovers,Away Penalties,Away Penalty Yards,Away Third Downs Converted,Away Third Downs Attempted,Away Third Down Percentage,Away Fourth Downs Converted,Away Fourth Downs Attempted,Away Fourth Down Percentage,Away Time Of Possesion,Home QB 1d Perc,Home QB CAY_PA,Home QB Blitzed,Home QB Hurried,Home QB Hit,Home QB Yds Per Scram,Away QB 1d Perc,Away QB CAY_PA,Away QB Blitzed,Away QB Hurried,Away QB Hit,Away QB Yds Per Scram
Home Total Yards,-0.0548686626853077,-0.041402977819882045,0.633632057413351,0.05238692051883037,0.4977488443386093,0.4056342389905771,-0.012889683390729642,0.1348840727424748,0.09160926095241897,-0.15060316260102444,-0.14678578782472063,0.04803076246225813,0.25599372101125173,0.8027480363455439,0.3268784168514325,0.41307259518588885,0.30876083799862497,0.3094667311316738,0.4755721788597926,0.3120753525662634,0.7577099553389011,0.6250592142919373,0.497799287500841,-0.037840634749848494,-0.3263346198711417,-0.3157510788973529,0.7964824809796541,1.0,-0.008279388715719904,-0.025596283022060146,-0.044353575175782964,0.04886235373051238,0.07186615188785146,0.3479650756124279,-0.02218211927618177,0.4538771571261071,0.03768081250220352,-0.08469041600051538,0.08552453868477729,0.46720508184390735,-0.045382743381312304,-0.3834302035040667,-0.20299675219378668,0.06217827354955041,-0.014765298160133476,0.0798155122669926,0.11804843788257813,0.14509668859698654,0.062259362666683395,0.14345751580562052,-0.014117970790859042,0.01925571449370024,0.03708430740972524,0.13412931720759586,0.0054135448428630425,-0.09680295522681875,-0.008931383598888325,-0.01656039143954799,-0.04610865756298899,-0.09985874421071231,-0.19591825582753974,-0.2459061642063358,-0.10489368473803451,0.0385608572621694,0.05150337861705391,-0.008518878169422867,-0.4139984834360378,0.568076067790537,0.4294402240342988,0.09785540436618102,0.0036759195619542728,0.04245972860617371,0.11534463304111552,0.015483425026202813,0.06680219153737743,0.04398264241556546,0.06475076104188453,0.05845191629307128,-0.02363919204231217
Home Fumbles,-0.04979970812478244,-0.04034136255637746,-0.12894248742154954,0.08700034143195981,-0.03271592288578386,-0.14974858525922968,0.02598179848797112,-0.038932838612718776,0.00022748943512047016,0.03473375880359371,0.07642545782242671,-0.0444549626934122,-0.02708910853121255,0.03310724790487384,-0.040602472495590666,-0.04569428933893937,-0.021040446688356928,-0.06563335901770377,0.11717744188903965,0.13140933669327887,0.048346852544046415,-0.07186543648646787,-0.08616813697626209,0.05354581698670024,0.18734041492290784,0.1605825304976118,0.02147380110795406,-0.008279388715719904,1.0,0.6662958770370843,0.4283985462917227,0.03148661592049068,0.03196591780141735,-0.003276497743256949,0.04542350880624731,-0.03787526425493282,0.005069738934238428,0.05979199466359379,-0.02042898269997863,0.042327692377953065,-0.11827243508532197,0.06534316198896578,-0.03196052902338046,-0.1021357761288156,0.05749363121699505,-0.12202911239498043,-0.09516714186403584,-0.09639141367171043,-0.028247942112108095,-0.012799881537994556,-0.03179538568067076,-0.04059293509596825,-0.047953715396645495,-0.08523877586722096,-0.09645610104894198,-0.07183589651073517,-0.09944413446147884,-0.08631712844550109,0.05673218519239298,0.03710649063781108,-0.029457646356032093,0.073038371662565,-0.06185570474759298,-0.06648451473686202,-0.09824256290260176,-0.021268856540403887,-0.029317206183913865,-0.09284443267235015,-0.05247091643241996,0.09228174823729741,0.02649035694907537,0.08646287306723704,0.0049346053509244665,-0.05805071195768724,-0.015833945641386744,0.026243312847084196,-0.05395160785093324,-0.03887497839965772,0.003932154029904018
Home Fumbles Lost,-0.025686750196049483,-0.01007026176655741,-0.17938366339318382,0.17079696806698857,-0.008572174782347324,-0.2425720528977434,0.027197580873747563,-0.010451385148954107,0.0487432164213348,0.038498018842129667,0.042102660682444476,-0.045685185645615946,-0.007212028299082222,-0.002086305871659687,-0.10507707077025356,-0.10605277482072692,-0.06299094135727223,-0.0966778989266343,0.16185638130207075,0.16863747897447845,0.07128900867276615,-0.09136085013917293,-0.10318734933182215,0.061335667409824234,0.18667360006226352,0.17123321288345586,0.04300710138787597,-0.025596283022060146,0.6662958770370843,1.0,0.6281217086850187,0.04068903762487042,0.048712964417783396,-0.013227401836635242,0.010289542801654755,-0.026446736027340354,0.04218681533220472,0.09669797211145467,0.003549704905606277,-0.02439807609519692,-0.08089278924275949,0.13739684349500147,0.024973772406133285,-0.09001859179369262,0.08733952467620372,-0.11502831635883859,-0.12586024443879978,-0.08025127163164966,0.02381261310467355,0.005005103718477899,-0.0692102142117929,-0.07463423258075833,-0.07473831468316113,-0.06519289440213248,-0.045215204869742155,-0.038861059491678895,-0.03449589007006564,-0.0754440446735946,0.022700912675092142,0.010450894261425895,0.019893074926272552,0.07579086028718308,-0.008615240701340217,-0.08709725675192372,-0.1348909910162525,-0.03502116023849968,0.024457453670908725,-0.11448711555565023,-0.07334484861004485,0.06286299348634519,0.03225307956493613,0.11812908097428249,-0.029114370472908876,-0.026867959960992623,0.008523887066145722,0.034350250448995825,-0.04248852244925858,-0.047156197906048046,-0.03146898596148632
Home Turnovers,-0.02568998041924721,-0.012591823304612032,-0.32544125663633605,0.2917164560098189,-0.027240757930848177,-0.4275916452753947,0.04244460237086055,-0.031650043269504366,0.05700898786021794,0.05005542389516803,0.034954830955081145,-0.05912620723084706,-0.01656694611120795,-0.0183653862391994,-0.20133669016359337,-0.13904573498924963,-0.0305318397557569,-0.16093412699307252,0.17247481266514514,0.31261758623782493,0.06876272425090577,-0.2370752993540318,-0.1978377262851176,0.8151763321473303,0.16307029188472755,0.14758863740682224,0.044828656041789997,-0.044353575175782964,0.4283985462917227,0.6281217086850187,1.0,0.08189418839663871,0.07679857750200658,-0.0790188157829342,0.011170754262388618,-0.11231466373966031,0.08610061168472061,0.15854787275291377,0.007833657710450605,-0.0664628836999753,-0.07823377022006055,0.22237763321434142,0.08146092051850147,-0.08799478219296125,0.14557517337579898,-0.16651458966219507,-0.197523344611888,-0.1303026270453446,0.03639249830181168,0.03725421991244694,-0.1302594856896181,-0.12237161382060259,-0.12919610072873283,-0.10455170928890382,-0.048583624768836854,-0.016576729894727013,-0.019087231602186255,-0.11366747988331338,-0.024810297793258124,-0.013482800004918884,-0.0016753548623330127,0.06358032256702134,-0.029760516400191214,-0.09376763654820928,-0.19062310859743023,-0.018960261303923646,0.0745281550065315,-0.21367707243633752,-0.13305483424348563,0.09763075828683904,0.10816043894856835,0.1819869087965469,0.003974405479418671,-0.003915180567218246,0.015246998100796084,0.023147203881616934,-0.08093315505892573,-0.06015138623615131,-0.03687424649910002
Home Penalties,-0.17789473473958012,-0.14417520087285884,-0.0737682940915803,0.08582001884552905,0.009478353927893602,-0.11047634668246496,0.01656129947234302,0.008714373622788698,0.12169348100995318,-0.04311300836099712,0.0148784759283157,-0.03190655563445933,0.014603949696021062,0.009377249967700393,-0.10603637747171199,-0.0812369933720494,-0.013542076057764795,-0.08731198129193185,0.12086676285504927,0.1530210413181175,0.11905013586148708,0.009326747352023839,-0.001395408468629196,0.07476064009162403,0.06099940652499884,0.06935571891860168,0.10625667869936115,0.04886235373051238,0.03148661592049068,0.04068903762487042,0.08189418839663871,1.0,0.8529555180944814,-0.020985616670837218,0.06497769615165115,-0.06506024329037047,-0.007045021622827987,-0.012399728240768114,-0.021846207014442127,0.02239887817772652,0.11699286756621825,0.01004738165550356,-0.014467333538283311,-0.03195565379910002,0.030415532175270814,-0.0021382031046424015,0.024133094704838785,0.009353134147410779,-0.018616567281240785,0.07138750745733496,-0.032599495472531416,0.02592150295280784,0.005795203902739675,0.008081566116682105,-0.0009661409741448178,-0.01588450517577192,0.010559954351815575,-0.0189698011116876,0.2086424517835288,0.18450981017257953,-0.06581936286356134,-0.04995590125507077,-0.05032760850700943,-0.06036285574490605,-0.06701033070660671,-0.0722213064949696,-0.0057310811705870175,-0.08275610744833609,0.007717294083269023,0.028028308233930595,0.08307553680355291,0.06399666749371441,0.0049494575608421566,-0.00656318215855978,-0.009652150650119564,0.015783541562440054,0.024119341982687937,0.04957288489295171,0.011041772176672219
Home Penalty Yards,-0.15474497604314363,-0.11792507730193982,-0.039206220758548724,0.09732300826475568,0.042319273923722325,-0.09429982682919205,-0.005609455804144143,0.0025543794716833285,0.12144446784456611,-0.028452593558253463,0.025811421027596686,-0.014950723149269951,0.011194387097484205,0.018755028762068984,-0.08241335959478445,-0.07369904827704574,-0.025336752039906752,-0.06486099801322139,0.12432496302899942,0.13873314948076848,0.1371632322562142,0.03836634150005858,0.016140673777656763,0.062251464481529184,0.051375976105271455,0.055999494650902655,0.12588300137135727,0.07186615188785146,0.03196591780141735,0.048712964417783396,0.07679857750200658,0.8529555180944814,1.0,-0.022619697571205424,0.054148259698514556,-0.06033537670959982,-0.02300309899918734,-0.01836035211531702,-0.04732355834278284,0.029707531482527628,0.10309485819921721,-0.0038912208521088053,-0.03687716687647994,-0.04859013368646814,0.030605617943505265,0.002160097389299054,0.025769880962636434,-0.004552116661602017,-0.040287979138138974,0.08197375116322063,-0.023175763966285363,0.02959243634915619,0.018504791071505843,-0.007469592106250938,-0.028144183715831057,0.030001766834991943,0.027251158349738583,-0.0012855333796220974,0.205159122857695,0.18021042330489492,-0.06018280041307713,-0.03569990803805902,-0.05434919038346295,-0.057060364171067864,-0.057725478671509595,-0.06903671514407311,-0.01605433209982153,-0.06071254979100022,0.03365455297190678,0.012771345908822,0.07544495202305652,0.044398105999298505,-0.017748580762928505,-0.04425566516825291,-0.03534719316059433,0.005992296965920513,0.032279104543422824,0.05514394244787479,0.012065341208860185
Home Third Downs Converted,0.0448866204183354,0.04817500154037359,0.2905692050001953,-0.09581863015292552,0.14131337534792626,0.2684810930340322,0.0015847337995549295,0.05242993160275167,0.0157973514945678,-0.0316920334238246,-0.009877529849367067,-0.008320800386200184,0.06416937265697983,0.3940178071931029,0.34751735956030533,0.16665775681876274,-0.07246398177344265,0.10861769649814255,0.27587468858248565,0.21453583804930293,0.23918079759551178,0.08764126603959854,0.20587850159802903,-0.09151416908816104,-0.12883721714011298,-0.15489465751646914,0.2619283233274179,0.3479650756124279,-0.003276497743256949,-0.013227401836635242,-0.0790188157829342,-0.020985616670837218,-0.022619697571205424,1.0,0.6139679451497628,0.8659947928454114,-0.1008898327388331,-0.13897144866024216,-0.059561243600669105,0.4919860516779118,-0.19110114363944788,-0.35705659272332235,-0.2216593984552553,0.0030595687066625747,-0.0640345577199794,-0.06124324236409822,-0.02723786304101661,-0.026621814860086284,-0.010032613731440793,0.01128805536492533,0.08246757874089398,0.0007657030194727887,0.030292152090615084,-0.030761177102851662,-0.15623361849206624,-0.06275813232960985,0.004290891750453316,0.06714734400832535,-0.06206269004246251,-0.07186785162052996,-0.17642650510309685,-0.2720938729004067,-0.061922119818656696,-0.011173761091765684,0.011451673692001077,-0.028025942078935148,-0.46256571016951564,0.21046794991493123,0.07199181073525039,0.12129940666067507,0.027175815793793155,0.0694748630674748,0.035667211789003325,-0.04321118665868875,0.012009063778465315,-0.06126509696381179,0.016601448059787006,0.019106050271724836,-0.01782775747148851
Home Third Downs Attempted,0.014439706106428416,0.011671804007628888,-0.14133191205860324,-0.0765537411653789,-0.16076150182223836,-0.045838958993963716,-0.0070120432278511025,0.037466377574857386,0.03915697423495943,-0.003745726232452953,0.053407135490276446,-0.053762142461758186,-0.14333146661942145,0.004464706271435383,0.20421871543811712,-0.028760841822848604,-0.22164540728226526,-0.13802286054530916,0.20788984321473264,0.3780865051802389,0.02011401536165099,-0.3423855021052381,-0.16084180682976443,0.006669818213255854,0.2110963565704128,0.15821501315937986,-0.004655489001160778,-0.02218211927618177,0.04542350880624731,0.010289542801654755,0.011170754262388618,0.06497769615165115,0.054148259698514556,0.6139679451497628,1.0,0.17259001744665506,0.14430867927125068,0.20221934886201479,0.078469122958604,0.4296769886866892,-0.33659275897435154,-0.19423819059849293,-0.14648323671171554,-0.044723300495663025,-0.0729883490064526,-0.22576704932718109,-0.11845304300214478,-0.1452348882428356,-0.07702272201263356,-0.029437999861295607,0.08817827240460818,0.03569178580395571,0.040565740945852524,-0.14713952107092812,-0.21926949061730233,0.026964233168966446,0.05006609532955502,0.09989997755001369,0.012196314723561547,0.003368892565271112,-0.23640582242643945,-0.08730101406004181,-0.22936739206817158,-0.1574371552504616,-0.15392478733622292,-0.10670955398495402,-0.3602837477724432,-0.27779933814370245,-0.20077217393885516,0.21376132606689893,0.1512557476573858,0.1917058959291085,-0.03655200770823336,-0.19444144077773456,-0.017501519696863428,-0.05485638431383628,-0.008129731156460932,0.0392982017905831,-0.011822114368295155
Home Third Down Percentage,0.04219169126137241,0.047502870074854917,0.45615632332120337,-0.08563136506499874,0.2706419283162905,0.37689603803083743,0.006229207316346811,0.03793609447611282,-0.011252846024871881,-0.027511193170437542,-0.03486996540196102,0.02972888131782622,0.16046984923215,0.5002162372879043,0.3168526959555539,0.2305365044260144,0.041212011324467036,0.23425555714907462,0.2260726785137866,0.052396972522053616,0.29005431509016044,0.31386783913770544,0.35229388591884514,-0.12438379170032064,-0.28223344131856326,-0.2827701619055091,0.3329204664659597,0.4538771571261071,-0.03787526425493282,-0.026446736027340354,-0.11231466373966031,-0.06506024329037047,-0.06033537670959982,0.8659947928454114,0.17259001744665506,1.0,-0.19747516589973124,-0.28435785880270564,-0.11455011696173513,0.37001381895011676,-0.048614237511012445,-0.33782847490079654,-0.1950803676706215,0.03365078880746397,-0.04314552777701074,0.05254189114685597,0.039294376960152394,0.04482472299930742,0.021031651382500873,0.026211221362454868,0.058691694097349034,-0.019919960884502794,0.014508198452147517,0.04093050675745686,-0.07528189306515187,-0.08356264032845981,-0.020242550499766313,0.03339256590786835,-0.07709740953623082,-0.0870952812865414,-0.0990901699307875,-0.29234140595418195,0.04000816088432712,0.07783813319100213,0.11283456982897948,0.014408679629223906,-0.3732417592793629,0.4325782381121693,0.20523936894683292,0.025255861977801424,-0.04844369879443074,-0.027656492126713016,0.06079736214956667,0.050025505943446166,0.022948842932779236,-0.042095983102651995,0.02547881777056862,0.0021761979118132993,-0.011427910672765811
Home Fourth Downs Converted,0.1139213008052624,0.09562466480819361,0.0003778965257334973,0.12891000784870799,0.0912042789233313,-0.08844294907251818,-0.06100354030249382,0.04861644338845119,-0.02486473917638001,-0.04303292486730555,-0.009010906681383483,-0.05634900940048156,0.024007841390236054,0.08237575413589561,0.039997537635890354,0.02100561543117225,-0.008018112778129282,0.04119478161701225,0.12028086998528827,0.1573252085358223,0.03453631744343339,-0.12448564645176843,0.005332046142316407,0.07904146083946896,0.044790274198960374,0.05190380685041099,0.026399729809061825,0.03768081250220352,0.005069738934238428,0.04218681533220472,0.08610061168472061,-0.007045021622827987,-0.02300309899918734,-0.1008898327388331,0.14430867927125068,-0.19747516589973124,1.0,0.735805044798301,0.7770781667728442,0.09533474579455002,-0.018462323963879562,0.0232418876750444,0.050540463460283985,0.06355487912070132,0.05103801985109298,-0.09422098710721877,-0.1392646508276754,-0.04268970117410904,0.08670995967252126,0.11303434853047424,-0.0731345322864984,-0.09618962925001472,-0.08865295886262711,-0.02657105916885673,0.004895048373864091,-0.03886339272606102,-0.04556555552593357,-0.08535357187968245,-0.024576237536401143,-0.04474811870975395,-0.034149108804378825,-0.13929697474604363,0.03321294372290049,-0.006134737478615896,-0.05971594103900613,0.002479686917705868,-0.08664869028703152,-0.09790763077560043,-0.05191464794191181,0.022799945226201324,0.06167433565490692,-0.006111039198860941,0.012218797822659904,0.10109610932916309,0.09126711892557424,-0.08160524442843355,-0.0944280599079461,-0.05920911507066802,0.016103721490497436
Home Fourth Downs Attempted,0.12901293299420563,0.11861757473377998,-0.26029731456804606,0.2415971500102277,-0.01719188296454772,-0.34769363669596703,-0.06211288250920557,0.010373892373003861,-0.03591970316059492,0.014541941421555835,0.018772230390931455,-0.031070896016822273,-0.03660634339831824,-0.04479198366415813,-0.11356585551167755,-0.08655058563754772,-0.025739812301473576,-0.08377146320128145,0.1478605572487276,0.284684223478186,-0.0026435185847644258,-0.2833254587350365,-0.16539894197013152,0.13139527480292845,0.1905917912566235,0.1974558296640325,-0.03321612272419843,-0.08469041600051538,0.05979199466359379,0.09669797211145467,0.15854787275291377,-0.012399728240768114,-0.01836035211531702,-0.13897144866024216,0.20221934886201479,-0.28435785880270564,0.735805044798301,1.0,0.4170967913099114,-0.036595101473389714,-0.0211061867423114,0.19479045254219138,0.13354675502546257,0.02533316869914464,0.12760624625767658,-0.18578971510071002,-0.2743727037686026,-0.10679146701977268,0.14183827823860523,0.13005592623986006,-0.1517357560252694,-0.14050037628500966,-0.1309092329403206,-0.08153711871556062,0.0025716578785826747,-0.048099639105191334,-0.0810302396723066,-0.16874074799366148,-0.03409663086770884,-0.05533245067335106,0.012877650436288246,-0.10019058462262324,0.07245850884674729,-0.05341184633309577,-0.15160421808690844,0.01990915887138882,0.02607102132411881,-0.2523408971141371,-0.14597199047259185,0.08785130624620197,0.14972377222536093,0.06442657099097358,0.01945185243090341,0.14665959043407403,0.119831059139041,-0.06880245593130627,-0.1268516648395308,-0.09660647647791061,0.003533457910743491
Home Fourth Downs Percentage,0.11460664940721019,0.10096536099274588,0.12095824527076365,0.017042007362913593,0.09830326991608954,0.07258876807629216,-0.010186997934884263,0.06628737390045279,0.009695739124369728,-0.05539590043961883,-0.028614878978461208,-0.03387799211896304,0.0726253074306551,0.11251911128532395,0.11096097526372888,0.09035669857104672,0.026599780983804708,0.0849219831880506,0.06502359430071195,0.04547734731046702,0.030061145986241693,-0.027100262711191897,0.06670321623850783,0.007406196915382473,-0.005670850886865832,-0.005818525231143481,0.031582170568888575,0.08552453868477729,-0.02042898269997863,0.003549704905606277,0.007833657710450605,-0.021846207014442127,-0.04732355834278284,-0.059561243600669105,0.078469122958604,-0.11455011696173513,0.7770781667728442,0.4170967913099114,1.0,0.1338993619655701,-0.05810741535971731,-0.07799027576973723,-0.029966004103387595,0.03407871055213669,-0.03905878840209618,-0.041041818437566095,-0.04820902310707387,-0.027020762983883166,0.01645422137034656,0.05868806191352903,0.014344716140735039,-0.04459491185643544,-0.04199693889769556,-0.019159285408492,-0.03484566674613275,-0.032652885128437135,-0.004820599001307012,0.008239788801794714,-0.04517293199531987,-0.058909190601804474,-0.06401398963020015,-0.12201243456231885,-0.0213479185194011,0.006328131660986834,-0.01730444144566851,-0.011180814937204462,-0.13817639415096183,-0.0034299097182371443,0.020058254497284787,-0.00575130731521049,0.004128362986748759,-0.031585505049087546,-0.0006591627991935681,0.010797381226138705,0.04208440483598155,-0.07348850766125425,-0.05506454326154198,-0.018665555225508293,0.021469062054687203
Home Time Of Possesion,-0.019682754081558437,-0.017522854650492206,0.30632382478543274,-0.301245211737905,0.0033351656383129834,0.4208225302689914,-0.001465032144555979,0.0074640185917657425,0.012707001067612932,-0.0001861776321360034,0.03859306459449799,0.04013500780746681,-0.0232541503131938,0.566547791154809,0.6826679210817145,0.4251342724440782,0.0012834208913661866,0.19841634923665205,0.27784191649603274,0.13253989388851076,0.20236141773570693,0.11679868579223482,0.0956723767342647,-0.06709298790095938,-0.07687943261264649,-0.10863220620126597,0.21798729974250522,0.46720508184390735,0.042327692377953065,-0.02439807609519692,-0.0664628836999753,0.02239887817772652,0.029707531482527628,0.4919860516779118,0.4296769886866892,0.37001381895011676,0.09533474579455002,-0.036595101473389714,0.1338993619655701,1.0,-0.5385377129098455,-0.671485475337441,-0.4238099293629162,-0.004512838072831691,-0.22466643993310284,-0.23094122167955053,-0.06397039319249379,-0.16874531636274284,-0.15589301568910674,-0.0787843287630265,0.18647818412744765,0.07148102660262992,0.11150392398251253,-0.18163289207723302,-0.41108602255967164,-0.04180934991699028,0.06935315544446324,0.18869616080416415,-0.009593682739605362,-0.03440849906537514,-0.47820988798065184,-0.3899454705295342,-0.37210117264174136,-0.15995912226323517,-0.0670840602483573,-0.18313219129992553,-0.925973961629821,0.23115546096121492,0.039919567511237576,0.09884147687665688,-0.003171697151692145,-0.0072851331053079655,-0.018262622619358227,-0.29531891602428495,-0.05435440563861267,-0.09708821897634515,0.042570023268630436,0.07002594247813525,0.018435436966372638
Away First Downs,0.015550782427949664,0.03041990817718467,0.035094693707142924,0.5721364601691108,0.43531043305375977,-0.3692388489759958,-0.03780030637871447,0.1463682223227071,0.025179718412959226,-0.17456093162474529,-0.19931169804377516,-0.16987988587736497,0.30684614465245896,-0.09221264020586345,-0.3921109973498575,-0.1883506171199655,0.08407670146491801,-0.030271139898593084,-0.025989303538405298,-0.0012667516966353993,0.08027309380267746,0.09329179037146289,0.15552476471318674,-0.04013844035219413,-0.023846660695979363,0.006160756179898936,0.07646285218818553,-0.045382743381312304,-0.11827243508532197,-0.08089278924275949,-0.07823377022006055,0.11699286756621825,0.10309485819921721,-0.19110114363944788,-0.33659275897435154,-0.048614237511012445,-0.018462323963879562,-0.0211061867423114,-0.05810741535971731,-0.5385377129098455,1.0,0.40428801030048356,0.3975859986642463,0.21915727536350757,0.36736712694854995,0.5613733711236067,0.4134377365004324,0.6152051661795163,0.3897209858779754,0.4116147014509048,-0.12346481454172668,-0.23068416874385905,-0.23690053976295966,0.6340629941655729,0.8098723248113809,0.02298087052168998,-0.003966817203273981,-0.09900999179637675,0.031197025800781233,0.049464964498320774,0.43755174379642603,0.054385512181891256,0.5133455573188119,0.19640394497790128,0.05976355926779574,0.18631447436146334,0.5931812282049063,0.03547211871452787,0.09553550402207145,0.013861198436377845,0.00443618344051966,0.012698106280601924,-0.008932285067677277,0.6417536410040366,0.3069564887218055,0.17347272775655367,-0.013098106705885577,0.08159414586517459,0.0723879615234057
Away Rush Attempts,0.0476264684513742,0.04661342343905404,-0.41026772826756114,0.4136305586311733,-0.0005618706374997341,-0.5706135547862456,-0.008195052792119472,0.07814893254226297,0.00442071601052155,-0.06818465305999831,-0.06258160067624595,-0.06114120057795645,-0.04680558307963546,-0.388929187331254,-0.5826298635346023,-0.39147629304266857,-0.03623619198486572,-0.25644368975942733,-0.07375940295922993,0.1042884715119273,-0.12127194907520011,-0.26101697938116114,-0.17288071090959803,0.18297668108228798,0.1755319221284689,0.1853234050910369,-0.1506332280774104,-0.3834302035040667,0.06534316198896578,0.13739684349500147,0.22237763321434142,0.01004738165550356,-0.0038912208521088053,-0.35705659272332235,-0.19423819059849293,-0.33782847490079654,0.0232418876750444,0.19479045254219138,-0.07799027576973723,-0.671485475337441,0.40428801030048356,1.0,0.7631683819493165,0.17813201671336384,0.41018803377767676,-0.2813144175078365,-0.40403904465827456,-0.17541118357503352,0.1771366518467511,0.04678135125459277,-0.25990981562988047,-0.25541946590104386,-0.28329723945554985,-0.12260813395960209,0.3288315709579964,0.01849527459582336,-0.09926892981732574,-0.26461142165803736,-0.03066415991463851,-0.0025209557304817116,0.3832777755204026,0.25819314324109593,0.33277187382144374,0.050699013308924346,-0.09665703199205988,0.1336730872808542,0.7011701060986032,-0.3130748755267206,-0.16127765742979985,-0.022738989245797918,0.08687507924799232,0.1080064611360716,-0.0234421430888874,0.27458493610147416,0.09877017290443332,-0.10503276008943767,-0.18853963164065718,-0.16732678251530972,0.03311531080692677
Away Rush Yards,0.016778451292238487,0.015741402878641283,-0.23565535641328178,0.3722716916315439,0.0961264748968084,-0.4204371672338307,-0.025271458207109687,0.0389874693846531,-0.015707137183036766,-0.04967786316323342,-0.013005756037973342,-0.04888455534568295,0.01163327757101289,-0.1909003222840769,-0.3817868918764757,-0.24595107666834487,0.0048076092204813875,-0.16805782175481984,-0.0025369264701244573,0.10201110654500536,-0.03889232954713609,-0.161309030720419,-0.0632908422915886,0.0859029912171902,0.08302790506746986,0.09574708162854792,-0.054057296217237295,-0.20299675219378668,-0.03196052902338046,0.024973772406133285,0.08146092051850147,-0.014467333538283311,-0.03687716687647994,-0.2216593984552553,-0.14648323671171554,-0.1950803676706215,0.050540463460283985,0.13354675502546257,-0.029966004103387595,-0.4238099293629162,0.3975859986642463,0.7631683819493165,1.0,0.7418525989043737,0.40909629674545817,-0.2992523389393555,-0.3657915375186832,-0.20061261271707784,0.11844146126892031,0.06023089865962107,-0.16565280945631444,-0.1775351861413916,-0.19428149316650944,-0.16173413427222605,0.4298910782877094,0.023988590136173306,-0.05119792629047799,-0.16119027129163876,0.044754071142512265,0.06305325168888959,0.22103992954637203,0.02973496878346153,0.2621413493381605,-0.004251159670177595,-0.10082031272150216,0.0631905128756589,0.4548156346012518,-0.1689288569576211,-0.11321015526288945,0.005371263926570269,0.10228822719395747,0.08137312260279564,-0.04317882285731541,0.19142742867524692,0.0626607768062649,-0.1067847416969033,-0.12789126125518754,-0.12423292594117502,0.20487995843944923
Away Rush Yards Per Attempt,-0.02361231718046492,-0.02475012104696362,0.046383229483132705,0.15717978064489715,0.14547284534484697,-0.07582739227730648,-0.0417247483676038,-0.013263487952422137,-0.033785948596966486,-0.014516034491334649,0.04481428870146946,-0.03274457243916855,0.07370113812228354,0.0838301226765696,-0.01926868991468801,0.003473254919814307,0.034764703154996864,0.004701034066735636,0.061815672888886466,0.045413732138600185,0.06053621129506329,0.02502008567748012,0.07787200406885945,-0.045866193972626944,-0.03614342656462092,-0.026607365957418576,0.06427091111243624,0.06217827354955041,-0.1021357761288156,-0.09001859179369262,-0.08799478219296125,-0.03195565379910002,-0.04859013368646814,0.0030595687066625747,-0.044723300495663025,0.03365078880746397,0.06355487912070132,0.02533316869914464,0.03407871055213669,-0.004512838072831691,0.21915727536350757,0.17813201671336384,0.7418525989043737,1.0,0.1942861373890348,-0.15164118920663164,-0.1322417698445077,-0.11291019062045683,0.004752063945508635,0.04280626012110961,0.010159601135487256,-0.027973654739006724,-0.024700878197256037,-0.1050650532953213,0.3325645334388219,0.029591453898092663,0.02404273300147459,0.02280259505855663,0.11297072755552054,0.11278866889163051,-0.030117183212750778,-0.18932406933729745,0.07191633736641243,-0.04546943963966379,-0.05662470124506699,-0.023694298467771865,0.023772064087751548,0.06684480720020539,0.006980829632592634,0.016280546077140665,0.06635892679132696,0.007499796698387041,-0.05446614544149356,0.03280498053413662,-0.01089170040117772,-0.048505418528118335,-0.006791320912642622,-0.01650472965361455,0.2816030627348613
