,Unnamed: 0,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,spreadtotal,decimalodds,americanodds,participantscore,underdogscore,dateForJoin,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_wins,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_wins,pace,over_under_total
away_assist_percentage,0.04641395019266883,0.04641395019266883,0.046476879249542594,0.04418933379273608,-0.016589543111825093,0.000527878982892187,-0.010479832109055126,0.018397829242392045,-0.019830712437239478,0.047320589648741834,1.0,0.7693095544982052,0.024154732251925538,0.015444853601580863,-0.0274746712834397,-0.012220812500794674,-0.021022964792097757,0.129957840006628,-0.11682270029059025,0.045484797980693555,-0.027490759359497848,-0.0072044776955918245,-0.03753303876812153,-0.00340298316145726,-0.037470922190161515,0.10008463105993252,-0.03183362251010601,0.04960888195756214,-0.08220806833990066,-0.114750954858623,-0.024554019236008324,0.03598995212403999,0.03275232119103562,0.02908632361643113,0.2460325964716425,0.1904154627604429,0.1676276985166872,0.24642330975591142,-0.028327534656217585,-0.08150490232454069,0.12326754764569735,0.11047853090527474,0.0892064922260897,-0.25311559351565405,-0.0038947611899026297,-0.206586657832082,0.03070739017036506,0.11047453706716699,0.06682122524192352,0.059102278186975915,-0.001983847002833676,0.04960888195756214,0.0822225189803503,-0.000505922425729419,-0.011018343487651761,0.023782899544571932,0.004451497160897271,0.014893100037846848,-0.005382455075605922,0.011374944113284699,-0.011291780679152272,0.005731843862825793,-0.09007627277331687,0.03274870113988303,-0.0274746712834397,0.012251659863920206,0.025699295987556714,0.0014197841508303962,-0.034824344234864836,0.07067841145796583,0.07420792282470931,0.007727500215449403,0.01499945987205343,0.01916868033464901,0.009452219050654832,0.028375102024364607,0.009143228417219196,-0.012985174577015448,0.04439626919224466,0.05727679299207792,0.022122883237847255,-0.017914034227311332,0.012898999286077536,-0.024065937861957935,-0.006939921514493456,-0.057174490124506934
away_assists,0.03493315183522815,0.03493315183522815,0.03510294961758137,0.03167290771205903,0.005536097218228719,-0.015209860491499375,-0.020740597893605977,0.326080675959125,0.36261629338030066,0.06015222293373756,0.7693095544982052,1.0,0.01105788327290439,0.028681448394933393,0.02215850874329894,0.01903603685027416,0.03319538318564327,0.5700164026992764,0.17508085934470244,0.5435442809970235,0.6096946590479352,-0.17169260955056712,-0.1400039180059961,0.029990015003244365,-0.12249810586051496,0.10697363600779007,0.07831807892527695,0.52113695575175,0.029429800363852572,-0.08767983907205318,0.027434396970716354,0.5677319136227053,0.07193017930998472,0.09670603466768532,0.08836174175148123,0.15137265509693354,0.413050099285134,0.4074874089545853,0.15215354353560778,-0.020882232004137802,0.523569999397205,-0.06586748605728165,-0.04510248867670084,0.01878692106570502,0.38376558480784545,0.29556322144262664,0.11803496154041229,0.04443222101669334,-0.007711591074904348,-0.11049986343602475,-0.12632728827483714,0.52113695575175,-0.029403512902276583,-0.23624238183793742,0.03209558963925973,-0.048027536720240634,0.04678068670105252,-0.028459400911843742,0.046960016060999546,0.019815758661656236,0.006235501130204909,0.01804829536037766,-0.09562431055786666,-0.07393484376949447,0.02215850874329894,-0.019006320469674848,-0.03984183664485888,-0.15125140701239007,0.11079009820797626,-0.05545137918718969,-0.06231907758231831,-0.01756138734029119,-0.05500167738057318,0.0179391189995441,-0.03869077720458429,-0.15210249862085046,-0.20235336129721027,0.03991806163597459,0.022521327549830567,-0.003222839738846843,-0.026816511430996493,0.025471127094478282,-0.012463364065310891,-0.04920294997860611,0.1623859960503088,0.11291512974350704
away_block_percentage,0.004289819599380249,0.004289819599380249,0.004347881143110599,-0.003235593299610132,0.081592739496019,0.00280791296589025,0.04052396359620535,-0.130570409609626,-0.06133829064160495,0.010416622467843013,0.024154732251925538,0.01105788327290439,1.0,0.9355269862255706,-0.20238817120338307,-0.0016401797862408058,0.1473539919548504,0.02374108068633241,-0.037918402967433026,0.00835860646105298,-0.01471609623158755,0.01862613777299745,0.010577573716464887,-0.0065781050787608875,0.0038067725831146,-0.05812044121041122,-0.013338292525808312,-0.002318958590775683,-0.0006779816271510397,-0.011810973048676048,0.02803149312294105,0.001985215148770904,0.060674117201614364,0.061353436021574136,0.049932651071825575,0.034124850748138105,0.021384070966797404,0.040008549273460516,0.07409033289371404,0.11725848260146074,0.023093302237803263,0.020338934480854404,0.011982288208376877,-0.05930502287641937,0.007054914942621382,-0.043512237124918654,0.0023361899969885267,0.06636002260655761,-0.06279792727929007,0.025183941305674973,0.027321404781320655,-0.002318958590775683,0.0006714399549007306,0.005947055467016398,-0.22666857904840446,0.035219611697733404,-0.22091656911930346,-0.11211642641892328,0.018002648085293425,0.03782757081890485,-0.028608384339888607,0.02853185086679257,-0.03158973591085187,0.024154699170989998,-0.20238817120338307,0.001648224466029719,0.06660270782810891,0.024227706257650156,-0.18172778690597177,-0.021598466470124728,-0.007297233783393609,0.12077766417088356,0.10365276303674789,0.002148842589153225,0.06246498330146529,-0.07413833184593001,0.029458124737930736,-0.22128342401674894,0.05026687345342747,0.06781750825211241,-0.02609473174150561,-0.2487558414229739,-0.176037016154986,-0.048857510934748674,0.013924601541244126,0.026916056344531442
away_blocks,-0.027233087559391224,-0.027233087559391224,-0.027212859436005377,-0.03331966592454131,0.08466299403779624,-0.003986935477395244,0.027553981268613678,-0.07723705933445787,-0.022643363958258368,-0.01981642247460902,0.015444853601580863,0.028681448394933393,0.9355269862255706,1.0,-0.20172489844272573,-0.09402500408007357,0.18262056400263843,0.029341024221698705,0.01105250429491681,0.01836659383769396,0.024532764495201545,0.017338464180589278,0.02266941591898668,0.00263911599352127,0.01797409912070931,-0.04262316872774081,0.04328166626470262,-0.007153401426749692,-0.020563746246292966,-0.020247301950107172,0.010108302003553433,0.04174285188681918,0.0010275570926575543,0.0160747006584474,0.02294409822016776,0.026910702806204213,0.033464836350551495,0.043797335959339774,0.024465780172296156,0.14220150590125233,0.02973537472761758,0.02509667605229101,0.030915019579980052,-0.013141266701585184,0.0021888248063417484,-0.008105566349746098,-0.00032439273538669084,-0.022371001960103873,-0.0948553420431932,0.03448905068021125,0.023527506195441368,-0.007153401426749692,0.020554119712754552,-0.021549054445450168,-0.2854755325547921,0.04814771895908875,-0.21801947205114075,-0.09577738370526546,-0.04977627904662061,-0.01698433759888034,-0.03149913883186976,-0.026760542682396155,-0.02734677425782802,-0.030252664976509483,-0.20172489844272573,0.09402640765683046,0.14057732648468715,-0.028173807889738785,-0.13650362960521017,0.0013863652649540115,-0.003407122845619209,-0.15911375966418628,-0.07730332885039526,-0.03244876582958896,-0.09553073373292081,-0.024514753267316565,0.035103269512708125,-0.29199181149267117,-0.04984310948830045,-0.01958895006492185,0.12259845651947325,-0.28575709413565303,-0.06242982535229418,-0.03396671909585823,0.08638142438945705,0.06117756077771044
away_defensive_rating,0.038467927335418296,0.038467927335418296,0.038600626439539897,0.03970109710058089,-0.0949300105940158,0.014705462704310474,0.001944226355346388,0.5704836248933213,0.42848823697967187,0.0567864870583418,-0.0274746712834397,0.02215850874329894,-0.20238817120338307,-0.20172489844272573,1.0,-0.2683731422031973,-0.6420595137054781,0.07004401948228378,0.03753009510116493,0.05810312646712043,0.07570175332130541,0.05424196659592638,0.07131797424346951,0.03251236389157218,0.07930806180037445,0.1495336190683025,-0.020280666014921213,0.1778907017228694,0.05169725404367094,0.04553675652166179,0.023804307909222718,0.12071001777116948,-0.22737138620545794,-0.23292650995787892,0.038902263302829955,0.049646179327845985,0.05725821986134142,0.07319134527439893,-0.3517039341831189,-0.5142227306392746,0.0823783505713234,-0.18083013052262786,-0.1824724914853873,-0.01017073926928105,0.03926015965147213,0.020206366624493394,0.019776742872992192,0.04642595563085507,0.36937751368323957,-0.029224645223636287,-0.016965181136667666,0.1778907017228694,-0.05170850443434812,0.009473521009200257,0.8207039889903974,0.03415024749471107,0.6267821163084101,0.41265790764446664,0.0912711079910355,0.10081713462344874,0.19553420245448053,0.16494821365914142,0.024675680179807626,0.01884208544589354,1.0,0.2684110992162162,0.022555404378095625,0.03651465488245418,0.8704760744560235,-0.06173728160147642,-0.05101613011573424,0.0493652363072924,0.061599783324776836,0.5044941746773757,0.4445682923472648,0.3517832282210071,0.015898374028025058,0.8485453003787934,-0.2723516179811767,-0.2098841859448208,0.002814367890973898,0.4165576726768546,0.2495019442499679,0.037736135215658426,-0.08636326388257898,0.0762223324598106
away_defensive_rebound_percentage,-0.03480373957877284,-0.03480373957877284,-0.034688941641634115,-0.032956917996294334,0.02605537073977931,-0.011077073039465223,-0.014133140028148304,-0.09918864062405047,-0.0339294184444981,-0.017164026204610848,-0.012220812500794674,0.01903603685027416,-0.0016401797862408058,-0.09402500408007357,-0.2683731422031973,1.0,0.4190287450196712,0.0037327228833646787,0.048269153358051715,0.013686883726237248,0.04266507779105345,0.008453192468505592,0.01761133076180134,0.016172792265038382,0.02573607179466824,-0.04397746763914706,-4.599459176688706e-05,-0.027596373848800277,0.02461909930736232,0.023763534353442528,-0.010178900353574489,0.044280238614493636,-0.09383143608152374,-0.06944927777042928,-0.021362784287759135,-0.0009359345099250209,-0.006364755128615417,-0.007841082271306752,0.6204937129488669,0.3653515911109894,0.009707282763757206,0.03535979864028838,0.053293100778115145,0.04040461153852114,0.022353109656552704,0.0472171222925953,0.0011556386064270113,0.11338615464615404,-0.019637566420815246,-0.03572539976111275,-0.01620349946954559,-0.027596373848800277,-0.02459670725727146,-0.005904362230524918,0.0432134215243998,-0.1150186376582628,0.014463266370441482,-0.09521251307796204,0.03506620170852562,-0.03712081028305409,-0.014201581982134191,-0.03948420129266298,0.006844420836553093,0.0015910814606401845,-0.2683731422031973,-0.9999989045553869,-0.7747788336545673,0.014365104388084518,-0.17301414085554304,-0.0317776163211403,-0.008920398391313299,0.14317101724797476,0.013117275732230078,0.00826606474450903,0.006600901367586232,-0.6204804691447438,-0.29244547699799955,0.04459794959207758,-0.0032776382520203905,-0.06537610978013103,-0.16889423346405946,0.04127127853623682,-0.12205934795916884,0.00216867823487582,0.15978324644019448,-0.006985839758101094
away_defensive_rebounds,-0.025804653745248797,-0.025804653745248797,-0.025843729658990382,-0.02730932756340809,0.057457238803412,-0.018734015502808926,-0.010809823038579545,-0.22187001956834157,-0.134983148722528,-0.028362085533717576,-0.021022964792097757,0.03319538318564327,0.1473539919548504,0.18262056400263843,-0.6420595137054781,0.4190287450196712,1.0,0.017641049451621704,0.08494676231354956,0.022471690439533582,0.07317823649899446,0.028999165832459435,0.051961145338488314,0.0059037643683817346,0.051148107772859525,-0.07885617597096052,0.15680284366224556,-0.05812679802157967,-0.03141206709768306,-0.016772496815287724,0.011573090701682442,0.08935210435176824,-0.22435117461468687,-0.17721881018045257,-0.019928453365650405,0.014842065896089234,0.01790664659840765,0.01976671936813399,0.5647231393748132,0.8310207091978026,0.023799476478281244,0.10943990320572893,0.1472594337808487,0.057493708051626784,0.013861355119860013,0.0567436627824256,0.026762535237586878,-0.03213055614449194,-0.32048307364656264,-0.017969738670355565,-0.07047757208212413,-0.05812679802157967,0.03140064939697939,-0.10992523423301473,-0.6742299780241798,-0.022416507967860856,-0.5698337925616208,-0.3620429049095024,-0.10960360152077363,-0.10979157984218804,-0.14597455952799293,-0.15662716368504395,-0.018305227533336355,-0.1491658415285398,-0.6420595137054781,-0.4190266657505837,-0.10431548487619291,-0.12885293847028653,-0.4435932080083169,0.03994287492162215,-0.008951180961220212,0.08187851705844884,0.04021422426026127,-0.3496574945294617,-0.22868788663920492,-0.5648290366226025,-0.12601450025790495,-0.7016697455383754,-0.3243656155581987,-0.3082582819309616,-0.0601314027503904,-0.43705863883400536,-0.3142114626546939,-0.04000749259911437,0.24530699757763394,0.07286828916323734
away_effective_field_goal_percentage,0.02383778318534476,0.02383778318534476,0.024049085961016174,0.018048942862048476,0.07920718258299603,-0.03224101720332315,-0.03281901739056518,0.3600454724549054,0.48465623851611084,0.05349993912475802,0.129957840006628,0.5700164026992764,0.02374108068633241,0.029341024221698705,0.07004401948228378,0.0037327228833646787,0.017641049451621704,1.0,-0.21988420561581867,0.948600365654543,0.7386872276227118,-0.02289608747667458,-0.07681343700818342,0.057871911320743194,-0.05174483355518578,-0.007569299020481069,-0.03205757927948121,0.8320774396817971,-0.07418564630087013,-0.3521706073959326,0.05939937785051964,0.7634852604368717,0.011195195972909194,0.011013561390702795,0.15782250794074254,0.06701308278716603,0.7371710693161965,0.5959025576624338,0.24529551709102687,-0.1810947747200138,0.9684944551017832,0.07424251601492356,0.01882060252254921,-0.23586096252114813,0.6640678985811767,0.28350288394503925,0.13774376997598514,-0.020307234118156634,0.014016191440648248,-0.25780041537409637,-0.28215417490641936,0.8320774396817971,0.07419571362470867,-0.364641189814929,0.004725649315233313,0.047941886618813295,0.039334386368581345,0.039334888716993664,0.05150144265272015,0.07547629597106449,0.03158821755044415,0.08241954644068653,-0.0013759298347670486,0.030963791277412105,0.07004401948228378,-0.0037239424254430237,0.02522235111896813,-0.051852908121621424,0.06395198310687186,0.006906669480376555,0.02258179785581786,0.01739339658649391,0.0431959245776903,0.012957616290852136,0.012949760771410756,-0.24522172843484435,-0.2801255488308939,0.019498466271549348,-0.08379378749063242,-0.03785671581362345,0.035229689162145604,0.04348201783114453,0.04116556760703678,-0.05258647202753152,0.019815711381556786,0.10541783128768115
away_field_goal_attempts,-0.04837602858121863,-0.04837602858121863,-0.04835035416915742,-0.0428345540196615,-0.08863338358356976,-0.004973849825184053,0.01201090703254357,0.2895476491134479,0.27536554447270595,-0.02974667692124746,-0.11682270029059025,0.17508085934470244,-0.037918402967433026,0.01105250429491681,0.03753009510116493,0.048269153358051715,0.08494676231354956,-0.21988420561581867,1.0,-0.19476306872226357,0.42542233240153743,-0.4195834299490702,-0.20476981679947517,0.007707839155334339,-0.19040469186089026,0.0731399369544684,0.3259996697182268,0.048709922735664365,0.3090867181608757,0.5135668139908441,0.05404392845412352,0.28093519522442595,0.0682169679785609,0.13851645328528261,-0.12840824094609818,0.26236150701945754,-0.12984064506289494,0.06553793788632148,0.025452315866005767,0.357092499105271,-0.28518523511429367,-0.48684358391111016,-0.31468003890138363,0.6044699053006686,-0.17997786176527,0.36591654535828777,0.03783680145927512,-0.05771267692584417,-0.1696937409455416,0.07970899092724366,0.09293399579425615,0.048709922735664365,-0.30908453687906556,-0.03783984180551622,0.1043551557589973,-0.2529236348751551,0.03716534848339372,-0.16904125724136818,0.0711374330556942,-0.07603711831221406,-0.005424491030172374,-0.0765399889413735,-0.06626457806496173,-0.3127504926049216,0.03753009510116493,-0.048276500704712656,-0.18488139029896683,-0.34863475724912374,0.27669258866449686,-0.2890346498089167,-0.34985988382812655,-0.06013809384216826,-0.22501778753331178,-0.0260115980808146,-0.13291471511359151,-0.025551975571524235,-0.09870769151583415,0.11039141259788043,0.06626492289875684,-0.0934344641432897,-0.18793139680054616,0.04125316724023901,-0.13126813018556005,-0.01708715516850508,0.37451908131668743,0.26205082830052084
away_field_goal_percentage,0.02146436368696551,0.02146436368696551,0.02165765149184904,0.015254919597513149,0.089190381274298,-0.025570233392676413,-0.030423055543408174,0.3469915308449685,0.47116895489669974,0.05120646696948567,0.045484797980693555,0.5435442809970235,0.00835860646105298,0.01836659383769396,0.05810312646712043,0.013686883726237248,0.022471690439533582,0.948600365654543,-0.19476306872226357,1.0,0.8018816241672321,-0.009514780637721678,-0.05553834610181878,0.05346892695092534,-0.033669381503574285,0.0018229606378533175,-0.02529364461791272,0.7961668863634089,-0.04312830061156762,-0.330123474225748,0.05461483686476626,0.7399123267234815,0.032593062278317896,0.033988156283026816,-0.09423269009447502,-0.1672778142946242,0.5715830635034089,0.32371513302074506,0.2783995952700275,-0.16477008267988058,0.9203598732323138,0.05399881017785119,0.004373746057490217,-0.021816770210758854,0.7797881064499468,0.5436172354376387,0.14057705677767893,-0.038235595690482904,0.0005456249391520404,-0.3207526316022411,-0.2803917010013291,0.7961668863634089,0.04315150543760494,-0.38916303343824166,0.005803260581226551,0.038915091315713364,0.04837178498407141,0.034157129429293526,0.04781955557761878,0.0682534058553521,0.030896714332691453,0.07380539151576151,0.001265658870704335,0.023417444922862737,0.05810312646712043,-0.013672081682009282,0.011323494106640441,-0.04115745741914039,0.06189113617879443,-0.005094044566519759,0.013180903758404847,-0.0044276731009756445,0.022995042503145897,0.015854714763016906,0.0018793419663105397,-0.27831752162007295,-0.30475587993299424,0.01907069085702579,-0.06724098046977554,-0.030177956234442704,0.03731760908273134,0.04382226532133549,0.04127933920514337,-0.03935926526331997,0.035196332979490194,0.09947807096467427
away_field_goals,-0.00944889860996387,-0.00944889860996387,-0.009252077389786725,-0.01151782798908176,0.03102344912227219,-0.025965828676386023,-0.021107690644254395,0.4966153271131865,0.6027315014802926,0.030295979726420556,-0.027490759359497848,0.6096946590479352,-0.01471609623158755,0.024532764495201545,0.07570175332130541,0.04266507779105345,0.07317823649899446,0.7386872276227118,0.42542233240153743,0.8018816241672321,1.0,-0.26134474673028246,-0.1731367500002807,0.053939353900024266,-0.14472877758641647,0.04536544760285831,0.1715989206293981,0.7651414164164047,0.1485807880275388,0.004098129929029693,0.08101150100985659,0.8552282253896285,0.070165203589141,0.11419944571035594,-0.16512955526372938,0.0034722729517308593,0.4457557124633803,0.33709017413945475,0.27153079360128596,0.06377531722568633,0.6741218191647169,-0.2486006036181843,-0.18947299048546232,0.3464314612504349,0.609282099071999,0.7265376527072256,0.1524118684185818,-0.06941993751903328,-0.10101820975546918,-0.24704011042829516,-0.20199762937123178,0.7651414164164047,-0.1485588633069321,-0.37915050127118466,0.06845736404538234,-0.11519704302526564,0.0718115597385854,-0.0695101325107533,0.08649244750085629,0.017666380313339006,0.024626435555604967,0.02206567134941354,-0.03973339568289622,-0.16595178944348238,0.07570175332130541,-0.042659032977240725,-0.10065921033143486,-0.2473765579652133,0.22447908803527633,-0.1808351878662107,-0.19897754649722255,-0.04195552580761485,-0.11471819477986855,0.002651479886512211,-0.07880555434798944,-0.2715103563139773,-0.33839791200873437,0.08401947784247911,-0.022295438455033553,-0.08325881032657471,-0.07675621173880606,0.06774625999555457,-0.039711575724969514,-0.046137117462934224,0.2609891800705211,0.2501739869835872
away_free_throw_attempt_rate,-0.05692646893830318,-0.05692646893830318,-0.05690826415253696,-0.06550199327699281,0.052390930568131745,0.012462373054307084,0.004437952230302193,0.12391799109588915,0.15805681310405484,-0.0627758630581843,-0.0072044776955918245,-0.17169260955056712,0.01862613777299745,0.017338464180589278,0.05424196659592638,0.008453192468505592,0.028999165832459435,-0.02289608747667458,-0.4195834299490702,-0.009514780637721678,-0.26134474673028246,1.0,0.9704332651045814,-0.01538825770628241,0.9010603447148873,0.0014434022881539522,0.035767435440003735,0.0894895684576228,-0.005588676724156755,-0.05186223568725866,0.24421943754569936,0.15316726118965857,-0.04623670424324483,-0.023342746245729094,-0.02608665175245149,-0.18878362191814838,-0.03597615151201507,-0.14878216227556304,0.059243052365837184,-0.004482490312922895,0.148795723113564,0.08880674195927783,0.10286905778302158,-0.18865410095908633,0.011672293841619172,-0.145585995974143,0.010526202585032876,0.000693156668606357,-0.021649766170189915,0.020932235718715744,-0.05211640034368028,0.0894895684576228,0.0055708590955131625,-0.10080766944510484,0.005418509273213691,-0.02760677772179715,0.015005644719257019,-0.023779494263897406,0.15983549981516834,0.13965689049858898,0.03540483182603429,0.14317938858189652,0.03703136500555687,-0.041364001582394956,0.05424196659592638,-0.00846382474078965,-0.021447526239066435,0.5053026502735896,0.12227280729971836,0.0074332550269050526,0.004811246882338868,0.01129534275061416,-0.012495448804016868,0.016971555726391644,-0.009152868102688434,-0.05918922465634893,-0.08799824712053998,0.03750035618307871,-0.007624400147323841,-0.002678343766416488,-0.02923235613968173,0.010489429645134302,-0.0241039737499187,0.013527218118642763,0.14276522829187968,0.041571130069109015
away_free_throw_attempts,-0.07151522537910734,-0.07151522537910734,-0.07148628563571223,-0.07890350294982036,0.035366343816745825,0.011711546174375507,0.007616258562746013,0.20989375828241255,0.24398055591333984,-0.07273656417133047,-0.03753303876812153,-0.1400039180059961,0.010577573716464887,0.02266941591898668,0.07131797424346951,0.01761133076180134,0.051961145338488314,-0.07681343700818342,-0.20476981679947517,-0.05553834610181878,-0.1731367500002807,0.9704332651045814,1.0,-0.016252237909274905,0.9283398483888406,0.02387727007566596,0.12469640396759833,0.110949061618744,0.07124611246882122,0.0707887123383166,0.27814808971178107,0.2392406058517922,-0.033512217824478364,0.009040532625282526,-0.06058522751373495,-0.1390098970013291,-0.07061720847526737,-0.14414361234870918,0.06880511525529,0.08304678818481714,0.09223069830582556,-0.02362636854592678,0.034912458528374074,-0.053369427199470444,-0.028301200966716754,-0.06318380038979965,0.023650268805913244,-0.011252361863307296,-0.0674885131850722,0.04219532441974259,-0.03545202687272521,0.110949061618744,-0.07126538292648808,-0.1233539499787745,0.033269856718697303,-0.0973664717020138,0.02684886277262274,-0.07116061213089442,0.19124457505085382,0.1303819485808548,0.038906916804363624,0.13466099381664198,0.023029034709950835,-0.12770254299068262,0.07131797424346951,-0.01762523173477035,-0.06977889591035398,0.45296775109234627,0.2057431963344738,-0.060432773193305485,-0.08159771248140084,-0.0036107735517849544,-0.07280065945803332,0.013193141353247964,-0.044864803999961476,-0.06876900053320274,-0.12384861397359717,0.06951294693910451,0.0055078862504131226,-0.030303594399021784,-0.08233658493446865,0.022418604793597183,-0.06180910411277119,0.011558807666176426,0.24806192939110686,0.1104720894224432
away_free_throw_percentage,0.010861457392584185,0.010861457392584185,0.01087101697529405,0.016616527335403346,0.08772331631391637,0.012942969762384267,-0.010096762384296812,0.08843621429717918,0.17121567988476952,0.011735557609871909,-0.00340298316145726,0.029990015003244365,-0.0065781050787608875,0.00263911599352127,0.03251236389157218,0.016172792265038382,0.0059037643683817346,0.057871911320743194,0.007707839155334339,0.05346892695092534,0.053939353900024266,-0.01538825770628241,-0.016252237909274905,1.0,0.3347769762660669,-0.02339388233270605,0.02996862893186921,0.22589817580328972,-0.008922451917904183,-0.07361558153890278,0.015444736481099175,0.210009105235365,0.002382603176816773,0.004636546043032484,-0.011671522968776915,-0.009556927195304727,0.06134084851799965,0.04098370097153372,0.06740845851650878,-0.035992562997621935,0.22170649120681923,-0.054610393189654494,-0.0610308036235504,0.014218305843805614,0.012556738091694065,0.022547629531544454,0.06262228418377355,-0.01109778542200458,-0.019707991807238295,-0.024549383401897863,-0.03576967731924606,0.22589817580328972,0.008921923094944521,-0.12042147633546602,0.00941300008410144,-0.02817033185429001,0.015844566614541613,-0.01755170068043767,0.025257605450810378,0.007413397494116561,0.03388496080911686,0.011231608566865699,0.007795499010884209,-0.03279021031760745,0.03251236389157218,-0.01618751262599278,-0.034830059145960005,-0.055279028854135215,0.03468221809070261,-0.06372292861757456,-0.06541171869286251,-0.009912258330118537,-0.026511096836716413,0.005414428248730715,-0.019629564703846882,-0.06740461739119794,-0.10854025906023092,0.014897264030289431,-0.012010804033017262,-0.029003477100444337,-0.019884480961080628,0.024431512747903936,-0.010186465721489459,-0.008353899478283676,-0.004035101592269075,0.046472616025779165
away_free_throws,-0.06870317749793961,-0.06870317749793961,-0.06866694923035209,-0.07357675597504636,0.06516833168205766,0.016647890233902785,0.0035482226788161025,0.2283068395255058,0.29336953727552645,-0.06858098780184324,-0.037470922190161515,-0.12249810586051496,0.0038067725831146,0.01797409912070931,0.07930806180037445,0.02573607179466824,0.051148107772859525,-0.05174483355518578,-0.19040469186089026,-0.033669381503574285,-0.14472877758641647,0.9010603447148873,0.9283398483888406,0.3347769762660669,1.0,0.01289140170576779,0.13095258779202282,0.18854437992936335,0.06256822295746478,0.03692669532758211,0.2655861274020345,0.3024729623394919,-0.030543229392765655,0.009988631153174629,-0.06327217077561748,-0.13651336093416325,-0.04170665158562623,-0.12075773173460762,0.09201413801674334,0.06352544249788832,0.17063506929274364,-0.04080108053116827,0.010876035999621551,-0.043635781501405166,-0.025371820642855113,-0.052623342894082846,0.04152883385753625,-0.014667929625373045,-0.07302559760681766,0.03287113027754788,-0.04576389947339088,0.18854437992936335,-0.06258831365637549,-0.16415255826161076,0.03618357186442011,-0.10552671049522616,0.03363071879002521,-0.07580724438283694,0.18892370119074972,0.12252260942869107,0.051690268499196924,0.12844093637706405,0.022475717625606864,-0.13427541811621932,0.07930806180037445,-0.025758177802056952,-0.08343968549543916,0.3994316917934106,0.20543104434465168,-0.07985114872350943,-0.10136048307392485,-0.007816729429028687,-0.08110451461592626,0.016345172726081755,-0.05068668971701314,-0.09197007264448956,-0.16131285650423738,0.07225212427776587,0.001332385581046524,-0.04071773254555508,-0.08764547815133196,0.03179925410460203,-0.06413657550763847,0.004216061189292958,0.22776933090765764,0.12100164725392393
away_losses,0.19085235383049734,0.19085235383049734,0.19098251569716007,0.17378711362520852,-0.18803868567875134,-0.017710874843221616,-0.021899921184667916,0.13446703908233695,0.07358077809783815,0.22145588971227093,0.10008463105993252,0.10697363600779007,-0.05812044121041122,-0.04262316872774081,0.1495336190683025,-0.04397746763914706,-0.07885617597096052,-0.007569299020481069,0.0731399369544684,0.0018229606378533175,0.04536544760285831,0.0014434022881539522,0.02387727007566596,-0.02339388233270605,0.01289140170576779,1.0,0.015508707335110944,0.005653424847671737,-0.010353807606507927,0.014900545355216703,-0.010595577053255686,0.03953510591655782,0.003389577327272913,0.013151174018097194,-0.024369495763148626,0.002056037069102574,-0.011503415344806365,-0.011334091082951057,-0.07832413192237148,-0.05797744465935309,-0.011540749718299149,-0.04728016409181789,-0.03264847803554896,0.05835504587764815,0.010039671902579057,0.05239274180146256,0.5472504595753748,0.06663255220438742,0.08275799474529708,0.038547014050553614,0.03485681302638006,0.005653424847671737,0.010413947927840063,0.017246553476800895,0.13075620863449025,-0.009334744178107096,0.11275593397756246,0.05975229825931574,0.04083028710205027,0.03936886193310432,0.03406072350818394,0.04471584982586626,-0.13699534229629026,-0.02056059152388271,0.1495336190683025,0.0439689676322163,0.006430802392151383,-0.06277606386927337,0.17113248300473233,0.01808954189689329,0.015390450845713536,-0.025665505019077307,-0.028452811528073798,0.046061595374036306,0.028029498901544193,0.07834230015257067,0.016080701037064698,0.13912503259648812,-0.029740529300464613,-0.032234798901063066,0.007624685006688752,0.09156633485699767,0.05759606345418191,0.02696990411863959,0.06252401798948697,0.12651368839247104
